par_id,rmse,nse,r,bias,mae,nmae
p0001,3.40206314533566,0.613652473544025,0.79941417339461,0.267269499857637,2.98738774796716,0.227919822633846
p0002,4.54439511929621,0.343308826370803,0.91964409498883,-1.36191901562617,4.24994724280692,0.331719940456358
p0003,3.45598518123085,0.609893614110369,0.921385566222981,-2.69903606999735,3.07848183639563,0.226942104382871
p0004,3.240355061735,0.655999352828469,0.82437423733354,-0.58252141715317,2.65354291755648,0.181063497598328
p0005,3.32532576162574,0.652007820734612,0.947332584348955,-0.115809827473803,3.05538218201909,0.254055699552887
p0006,8.07942221255843,-1.06602503868184,0.904983479429299,-0.582038755560257,7.47706062061285,0.579844515833015
p0007,6.93328248243041,-0.622869439665808,0.847597097381152,-6.08203639519467,6.09199306998692,0.474594403508326
p0008,5.15358810519269,0.155444061830637,0.890551237231119,-3.75027297945545,4.21561661684997,0.347284030791145
p0009,2.87268905520756,0.737586454456097,0.925136388060227,1.0740629266173,2.19779598875146,0.149672689466345
p0010,4.66504602493286,0.283400308568142,0.593636943078908,-1.44248159248244,3.75955959584734,0.243152641605753
p0011,6.91929051419183,-0.522411795996637,0.847655009178151,-4.7981861985214,6.09839276836928,0.467693543644467
p0012,3.00063089970519,0.695966554616773,0.881727171717109,1.46076050226585,2.49481949608599,0.220332828347028
p0013,3.68853839254251,0.555626724386888,0.750724401412713,-0.264428667370212,3.13838564342996,0.222886616085604
p0014,5.86441730743571,-0.088483145101296,0.897281736738214,-3.88608937766718,4.65707285132059,0.41828212601875
p0015,4.31814804032392,0.393599489439646,0.701950755865179,1.73876399613871,3.73311158538151,0.305059626893003
p0016,3.03859033632082,0.69843313516265,0.869680889112911,-0.986463830935279,2.36708963925018,0.155854600489186
p0017,2.0930290994973,0.860697297325201,0.944089870053564,0.913374403341154,1.67091631099272,0.133974312454861
p0018,4.39214305963298,0.386574303876517,0.91600276212185,-3.10341280313987,3.43160102914711,0.289423445731765
p0019,4.42994051512424,0.375970962553341,0.975687711418266,4.15116889786581,4.15116889786581,0.312575244189567
p0020,7.66882284757975,-0.979282067980051,0.877982636583055,-7.20257848484617,7.21886967094523,0.537308931312877
p0021,4.56806207477421,0.33645099337755,0.89547892985676,-3.07221990294358,3.49867868193761,0.291080491625837
p0022,5.19197864658087,0.109759593120248,0.618904887569728,-2.83757547832444,4.08187693142592,0.270019050434817
p0023,2.92664810426786,0.727635799770801,0.907925809834056,1.56754544384915,2.5270264443639,0.206691837785038
p0024,3.43489935723282,0.628696431201378,0.837871826881371,1.32833373135234,2.91416354274111,0.23722455481761
p0025,2.95190127814574,0.722915222081196,0.954508360773804,2.30708960656755,2.59440547524393,0.224812765923716
p0026,5.78419963409289,-0.0863601510902192,0.8272034860119,-3.47051200051611,4.93327795579707,0.367127787700125
p0027,9.36720419136917,-1.92819560278251,0.44095767976826,-7.81296115826522,7.81604835849656,0.515476404380926
p0028,3.51490140659143,0.607142268382183,0.903556468310183,-0.383799785241719,2.88750973332229,0.244954348457199
p0029,2.63275133794327,0.780655493936073,0.903440842295507,0.0831721657503296,2.29215181077914,0.171664089310748
p0030,3.4243390131288,0.618468855652223,0.837420868709489,-1.59516487533295,2.59491855419348,0.175959697329166
p0031,5.03140903695604,0.142744827741169,0.448454745136803,-0.0692570800453937,4.43989898154448,0.32526244568442
p0032,1.74467066129242,0.904250293491295,0.953583011646325,0.156240507164435,1.32209773674839,0.100909525860603
p0033,7.20265298453237,-0.750044483671624,0.804785597031978,-6.26996392325293,6.27259966825956,0.473447073331443
p0034,4.25452505519256,0.424625402170803,0.941818947592627,2.13268636822908,3.02991876211662,0.211075657576278
p0035,3.3418073774785,0.636638161257522,0.873076667853072,1.83499802657182,2.90346109867398,0.237263428169986
p0036,3.75370266345597,0.556395640190124,0.942028364080834,-2.39468962529485,3.36780768164665,0.28597366017355
p0037,3.70569928815291,0.567000792133294,0.862712721253667,0.0722889986994341,2.91329970898316,0.247556100753498
p0038,3.83500219014693,0.51392894049725,0.874806923935843,2.52141798526536,3.2713094579137,0.265062504198566
p0039,7.73047545194838,-0.951754906900983,0.840086888978357,-5.00247645159312,7.22772615388163,0.561564866814053
p0040,6.86023548478155,-0.48043240482512,0.900800127067898,-5.13102096017042,5.64238461028537,0.482339376982956
p0041,4.83251639063735,0.237243376125729,0.909422964537822,-4.18195599306899,4.40260347232694,0.341747525029687
p0042,4.61050643241036,0.324062915449511,0.912037411199856,-2.32365090312507,3.56401418114274,0.317566377699593
p0043,2.21897822023215,0.839588952575513,0.96282291043568,1.31469607807403,1.6039278774247,0.127744111378295
p0044,5.31830367557233,0.0969831427043549,0.843715616734473,-1.6659883557767,4.54087491400925,0.330634815480236
p0045,6.91470848674857,-0.561662089764957,0.856113305594163,-5.92196720217791,5.963951181622,0.462308571651734
p0046,3.4196620868734,0.628143483488039,0.8928511043932,-1.8965936810061,2.75374038682013,0.219004018710251
p0047,3.66630976208008,0.584727431493682,0.949480255021096,3.19915769835629,3.23636794823156,0.263177563167801
p0048,2.57656817287853,0.78889803038625,0.922040785462048,1.19029963844559,2.18281151583317,0.177244936110525
p0049,8.18387429594459,-1.2431689226569,0.775807686545498,-6.55578503625809,7.20735255671587,0.551188025122179
p0050,6.21144476609137,-0.226857903649973,0.919100236535522,-4.024518956459,4.8897853023422,0.438245779728312
p0051,4.72626960282192,0.289693166228881,0.866381981745884,-2.82643798528918,3.84778769160188,0.32052834069856
p0052,1.61727141441521,0.917687288012427,0.967868392071227,0.629087681468255,1.27529672495521,0.108969869131124
p0053,3.74830595809581,0.526793253015495,0.863773192427326,2.25816662010186,3.19747383832662,0.256810404484487
p0054,8.37955607696308,-1.29340808752228,0.909762487486094,0.341373908728755,7.21957226247776,0.535950720806936
p0055,6.67985767881408,-0.41887268671228,0.665008640740668,5.20312054936782,5.47998047305583,0.483777770810488
p0056,5.57356160528476,-0.0524271153157185,0.896587960300917,-5.02688008419565,5.08666801114036,0.379340404808323
p0057,5.0763747296538,0.143718103110966,0.750691969002697,-3.44443813674004,3.72440849994372,0.222344081719713
p0058,2.7113545623994,0.751169474335919,0.896604229805253,-0.508644529039035,2.0258763400971,0.139034881165127
p0059,4.48997363566747,0.357633097183601,0.941670395886721,1.00190318744777,3.88099337914995,0.295432864472385
p0060,6.5616991858313,-0.355742000036222,0.845123574108007,5.78691308616599,5.79209044463058,0.496249916614718
p0061,2.84399253840668,0.744004767215559,0.905619892763075,0.910957569922326,2.30640618523334,0.16519923921864
p0062,4.74804213550512,0.23891191885723,0.729101361077284,2.92832424744337,4.02900991064442,0.362945004902638
p0063,4.33326419414677,0.402910620772515,0.746930171745435,2.15087630847138,3.60464949974927,0.304077637771153
p0064,5.87875402055929,-0.149667646886597,0.794219470153791,-4.75414110821501,4.80935620803999,0.351564618753743
p0065,2.36950832163374,0.810048526887318,0.931685984196296,-1.28770462711866,1.71929590173833,0.129653690197098
p0066,3.14816083306572,0.684405946541296,0.887538536325907,0.189648954666657,2.56141971938701,0.215682698712379
p0067,1.66925155035469,0.911810161131349,0.969735958272516,0.887396325172016,1.24447167820098,0.103583993671066
p0068,5.03060848561709,0.17559262677612,0.914236491762688,1.45638060547859,3.77400049262526,0.264402567689621
p0069,5.27419722402475,0.0667789816814567,0.737416151336161,-3.76648064025887,3.88373750895661,0.254467279139513
p0070,2.42647251423481,0.813680706285186,0.93534825891335,-1.05418514068866,1.92019259545942,0.123246774249266
p0071,3.16214907921774,0.674815987651114,0.833450142687279,0.49050637176748,2.67566053280502,0.198375184430908
p0072,2.86682115437345,0.731564149197205,0.887724835445409,0.572250785199384,2.53255608892242,0.203106128224985
p0073,4.66545021636816,0.271863735961812,0.925343629224485,-3.77505268813039,4.11975263665932,0.361635073885838
p0074,5.98988188772073,-0.197649984329684,0.923967517280637,-5.60805572396609,5.64722444492673,0.433958473631149
p0075,2.35421292364106,0.823761621420585,0.952969718710891,-1.58444618230969,1.97180802986144,0.154012733172838
p0076,5.65284196360401,-0.0161146145807827,0.734737844913365,4.16233893453377,4.68510988728541,0.411451401025376
p0077,2.16637254151702,0.850763417744443,0.925888220104174,-0.19997834039848,1.77455418297144,0.12834520362733
p0078,6.77872596997909,-0.46118486613875,0.90461871434335,-3.58208195169073,5.98484547278989,0.497667432970581
p0079,2.40322233713225,0.816347470844561,0.937674023578197,-0.811974016374085,1.95207563654165,0.164646141967757
p0080,6.02330939529577,-0.191519380066796,0.913028315289239,-5.52133740333233,5.5662536013766,0.429917759167446
p0081,3.01740207201464,0.715799859992411,0.959716823969534,2.25136067430867,2.38525658862139,0.1690809423686
