par_id,rmse,nse,r,bias,mae,nmae
p0001,6.16697223906955,-0.206532476726694,0.673295189262618,2.74535883266355,4.77544689236504,0.3752599446325
p0002,11.2614329367526,-3.02329927907685,0.511829824535367,9.99658723880597,9.99658723880597,0.766032218843562
p0003,5.82831756577967,-0.0776592069424125,0.759817764366188,3.31006985200938,4.8516937326064,0.362614873212561
p0004,9.68186898462207,-1.97381147229589,0.515942901719013,8.20048368866039,8.20159413642158,0.638584785605961
p0005,9.43514072873434,-1.82417623414273,0.518933897914266,7.91470992537313,7.92005768656716,0.61849896025263
p0006,5.72762255042288,-0.040743746923027,0.734963352060848,2.36903369274193,4.40261201731378,0.330711966607248
p0007,13.4644573322938,-4.75138894692459,0.492945460632022,12.4252718905473,12.4252718905473,0.94485505041177
p0008,12.6537615852601,-4.07965625972542,0.501621236957029,11.5503975870647,11.5503975870647,0.879615408722461
p0009,8.03659695520764,-1.04898796068384,0.86724169257935,-7.53410641229725,7.53410641229725,0.489445615952128
p0010,5.51948114487913,0.0335229676300371,0.901508143750875,-4.93972866123905,4.98493855463817,0.330343104488642
p0011,8.83158319115959,-1.474412825607,0.885852427217914,-8.43241495417817,8.43241495417817,0.547052993615727
p0012,13.8498322291489,-5.08532888339592,0.49379110261748,12.8053492537313,12.8053492537313,0.966692795889611
p0013,3.30767809880649,0.652910476689681,0.814701847903488,0.475512405891781,2.94348954508483,0.21470235063199
p0014,4.86912665443876,0.247862620744205,0.731461379816567,3.00559199910468,3.75807833003975,0.301096448999558
p0015,7.61826666511421,-0.841227150642661,0.723146184161916,6.54554214401688,6.54745358680294,0.504341552908164
p0016,8.23441965976056,-1.1511020934295,0.50871293704061,6.49167406658161,6.51117257404429,0.525796484781119
p0017,7.95873367463551,-1.00947669436649,0.516328859571584,6.14062761405997,6.18377288769181,0.499649515341346
p0018,7.94324650718612,-1.00166368704072,0.881227765123474,-7.4863262612419,7.4863262612419,0.48333626847817
p0019,4.90961434683924,0.235302292242665,0.852178347233179,-3.80676542489442,4.29566527725741,0.288539633515949
p0020,8.43635170836504,-1.25789833677067,0.672508821069772,7.30916476994414,7.30916476994414,0.562669321660007
p0021,6.08360103118689,-0.174130796220921,0.926821914321017,-5.70188048497771,5.70188048497771,0.375712190054026
p0022,8.34234584300242,-1.20785938229397,0.899279176749303,-7.966584733267,7.966584733267,0.520049456781823
p0023,7.55423806701323,-0.810407599855707,0.904344047564957,-7.16405619565262,7.16405619565262,0.473834683498458
p0024,10.6510134057806,-2.59895894290567,0.663949418694529,9.73630271290223,9.73630271290223,0.729630648771846
p0025,5.1265775211175,0.166222660902354,0.894109693354344,-4.24166286208659,4.2900786638682,0.248900353398464
