735235	4.3069391	0.92036245	7.0812508	67.442641	1013.1091	2.9184283	0.43112002
735236	8.0011528	0.5144235	4.6041733	71.226237	1012.967	2.1100372	0.08312
735237	6.6255552	0.70315183	2.7033376	67.734111	1011.7721	1.8617867	0
735238	8.2634918	0.50031143	0.18500671	64.397108	1011.7721	5.3136791	0
735239	8.4072499	0.48061919	0.96583837	65.941551	1011.7721	3.2341874	0.0086
735240	5.7924979	0.79665545	5.257505	63.128271	1013.0283	3.3128065	0.00236
735241	8.5639854	0.46136999	3.0508451	67.374441	1011.7721	2.7834861	0
735242	8.4582547	0.47929413	3.7187515	74.139138	1012.7612	2.4371843	0
735243	5.3472989	0.83374119	9.3879244	84.923201	1013.1527	2.8770222	0
735244	6.6174107	0.71305937	10.587921	68.592881	1013.1661	2.3538807	0
735245	2.5541539	1	7.1900078	84.416608	1013.1121	2.7160498	0.81256
735246	7.6374057	0.5644169	15.165	88.635433	1013.1949	1.9109287	0
735247	8.3770416	0.44045886	17.27542	87.360241	1013.2024	3.7541282	0
735248	4.0828118	0.94200804	16.052922	95.019781	1013.1983	2.084311	5.61868
735249	2.1352407	1	7.6779152	97.051841	1013.1238	3.5536779	21.88276
735250	2.8210752	1	7.2600087	96.402344	1013.1139	1.3132625	4.66876
735251	2.5651238	1	7.0283396	94.975833	1013.1076	3.1119599	7.19824
735252	9.3296794	0.44173543	2.4329252	68.710031	1011.7721	3.7053219	0.02096
735253	9.4345804	0.43275233	2.0945882	76.229134	1011.7721	2.8605253	0
735254	9.4758828	0.44020925	4.5291687	62.017582	1012.9574	4.9065779	0
735255	8.6586306	0.57389968	2.1308406	55.685262	1011.7721	4.8868354	0
735256	9.99142	0.41937256	-5.5749942	40.907052	1011.7721	6.0280191	0
735257	8.119722	0.66142398	-4.843325	47.939353	1011.7721	3.5335993	0
735258	8.8248817	0.59218687	-3.3554125	46.743536	1011.7721	4.2770651	0
735259	3.6206151	1	-6.0799939	60.669856	1011.7721	2.6459334	1.2722
735260	7.9059025	0.69274837	-1.8637502	78.289498	1011.7721	2.905974	0
735261	8.845612	0.60318178	-2.7870799	86.374872	1011.7721	1.8572846	0
735262	8.9179747	0.59309016	1.9175087	87.752518	1011.7721	2.596455	0.71868002
735263	8.4188448	0.62422179	11.873342	86.953477	1013.1769	2.8378046	0.38652
735264	5.060929	0.9154775	14.910003	95.837055	1013.1938	6.2716293	29.44424
735265	7.6364957	0.74550118	2.5020933	71.945895	1011.7721	7.6578744	1.34416
735266	10.605799	0.4553166	-3.6145754	59.412517	1011.7721	5.8742557	0.0536
735267	7.4343342	0.78329505	-3.3270795	60.747871	1011.7721	3.0643749	0.00576
735268	3.6529402	1	0.035424805	72.061989	1011.7721	4.7021389	0.09452
735269	9.125902	0.64503855	0.40042267	66.319777	1011.7721	3.7558403	0
735270	5.9347354	0.89780244	4.6337524	75.029491	1012.9706	3.2400187	0
735271	11.151919	0.42120657	5.6475095	67.593474	1013.0529	2.7252829	0
735272	6.5370096	0.86404673	3.3008438	85.021343	1011.8098	3.4339442	0.0994
735273	6.2720611	0.88469505	4.5470914	87.328492	1012.9598	5.051969	4.6524801
735274	11.719333	0.40735082	-0.37124608	71.514826	1011.7721	4.2197092	0.00844
735275	8.6981933	0.72839375	2.712498	55.789372	1011.7721	2.5975769	0.98956
735276	8.8478524	0.70090261	9.0183362	82.529544	1013.1477	4.3813351	0.59188
735277	11.610714	0.45469248	6.4270874	60.006699	1013.0882	4.8033384	0
735278	3.0831523	1	5.7591721	82.495942	1013.059	2.6193887	1.13556
735279	11.631842	0.47900106	4.0395955	72.91448	1012.8695	2.8720529	0
735280	11.55742	0.49739833	6.8925034	64.292793	1013.1037	3.1962996	0.38748
735281	7.1237721	0.87066465	2.5737587	65.254823	1011.7721	3.7605126	0
735282	11.016176	0.59987608	-4.3237429	57.515963	1011.7721	6.7694258	0
735283	12.587965	0.44300207	-1.08249	63.661152	1011.7721	3.0442032	0
735284	4.2652194	1	2.3137489	75.194485	1011.7721	5.2642238	0.1552
735285	12.269529	0.50663763	-0.71916046	59.780588	1011.7721	6.1305294	0
735286	13.068812	0.43102288	0.12709579	57.532883	1011.7721	2.6248236	0
735287	6.4981324	0.93067044	1.0512533	77.607196	1011.7721	2.5253743	0.03628
735288	4.2601738	1	3.15292	91.587349	1011.7721	1.6969516	0.4352
735289	13.387916	0.41049242	5.7479276	71.386144	1013.0584	4.2725619	0
735290	13.174638	0.46642933	2.1437571	65.601853	1011.7721	2.7055118	0
735291	3.8072506	1	1.3362556	90.734832	1011.7721	4.3946605	12.19352
735292	9.3761915	0.7734435	6.0229215	85.834717	1013.0718	2.9892373	0
735293	4.6017188	1	3.2625048	73.045125	1011.7721	4.9510798	0.04184
735294	5.5075911	1	2.4045909	75.674493	1011.7721	3.7805832	0
735295	5.6959862	0.99712359	0.91458918	67.712116	1011.7721	3.3696145	0
735296	9.9733939	0.77299117	0.28584315	61.283404	1011.7721	4.4375092	0
735297	14.626034	0.41408456	1.3200038	55.913756	1011.7721	4.5673808	0
735298	6.0203577	0.98750604	4.7379229	64.180878	1012.9825	2.8275742	3.94472
735299	8.0532635	0.8946373	2.7983426	82.235923	1011.7721	6.5316541	1.7858
735300	15.448873	0.37473221	2.7316719	74.875407	1011.7721	4.5977328	0.21112002
735301	14.86186	0.45906176	1.2770922	73.808047	1011.7721	4.6935067	0
735302	16.055384	0.33148779	5.4412565	65.112858	1013.0407	2.0606355	0
735303	11.549517	0.71578474	9.2458371	61.850105	1013.1508	2.3970667	0
735304	13.246128	0.59523376	11.04251	75.871284	1013.1703	4.2737352	0.4076
735305	13.351496	0.59193422	11.252087	80.774341	1013.172	4.8216841	7.20196
735306	9.6640589	0.84526709	2.8291692	62.088731	1011.7721	5.3354658	0.09468
735307	16.844786	0.35183352	1.6658404	51.871891	1011.7721	5.2877089	0
735308	12.756059	0.68396959	5.7079216	54.913274	1013.0563	3.6105471	0
735309	14.142972	0.5709413	13.629591	67.391412	1013.1877	3.8219381	0.7844
735310	5.139553	1	8.719592	89.369493	1013.1432	3.364139	6.04244
735311	8.1848419	0.92724832	3.9179258	93.748556	1012.8362	3.6893387	3.0325199
735312	17.50879	0.32575311	7.2187541	65.724749	1013.1128	5.9514918	0.07224
735313	17.357504	0.39211908	4.4308423	44.201296	1012.9437	4.3951191	0
735314	13.330443	0.69966628	-0.52916056	47.239835	1011.7721	5.7340224	0
735315	17.93111	0.36806788	0.22333934	51.595054	1011.7721	3.4672809	0
735316	9.8886009	0.87673855	3.9295873	45.958473	1012.8397	1.8149326	0
735317	5.6920263	1	2.4450038	78.582523	1011.7721	4.1845028	5.1034
735318	5.7702932	1	0.57084427	88.664872	1011.7721	4.0768731	0.8778
735319	10.162613	0.87004121	2.3812627	78.978633	1011.7721	4.9344243	0.01332
735320	12.525877	0.76482793	2.666672	71.249889	1011.7721	5.232418	0
735321	14.701738	0.65443303	3.6400111	65.322832	1012.7197	4.4745632	0
735322	18.454691	0.39399409	5.9841769	55.348113	1013.07	2.1117101	0
735323	14.837852	0.65526576	9.8333387	49.364604	1013.1582	1.646672	0.00368
735324	8.286837	0.9532239	10.422507	82.599232	1013.1645	3.1823797	2.3826
735325	13.596837	0.72167592	10.667922	69.072872	1013.1669	4.9780852	0
735326	17.740164	0.5016407	5.1941722	49.493167	1013.0236	4.1937961	0
735327	19.262929	0.39757307	4.2020877	41.552489	1012.905	2.8168988	0
735328	13.44829	0.75902819	3.7987584	54.228515	1012.7953	3.6418627	3.96912
735329	15.225728	0.65839742	8.1525055	75.122857	1013.1335	3.4172806	0.70464
735330	18.872009	0.43342755	9.3033374	57.496215	1013.1516	3.1005672	0
735331	15.337057	0.65807784	10.926673	70.971898	1013.1692	3.5790574	0
735332	16.64227	0.56563132	17.156676	68.803819	1013.202	3.2119969	0
735333	17.661087	0.48046218	20.64459	68.992927	1013.2109	2.951767	0
735334	18.539842	0.40899818	22.440839	65.294203	1013.2143	3.4647387	0
735335	18.131556	0.44425279	21.665425	72.906251	1013.2129	4.3724742	0
735336	14.096166	0.71926601	17.925425	77.691439	1013.2043	5.3212351	15.8624
735337	18.043266	0.53851521	11.629598	60.127021	1013.175	4.2735727	0
735338	19.372957	0.44577455	14.650842	54.96518	1013.1927	2.5917879	0.01536
