"",-9.000,-8.500,-8.000,-7.500,-7.000,-6.500,-6.000,-5.500,-5.000,-4.500,-4.000,-3.500,-3.000,-2.500,-2.000,-1.500,-1.000,-0.500,0.000
135.0000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000
136.0000,3.4505E-006,3.9794E-006,2.8012E-006,1.7144E-006,6.2653E-007,1.6292E-007,1.5363E-007,1.5011E-007,1.5012E-007,1.5010E-007,1.5004E-007,1.5002E-007,1.5005E-007,1.5009E-007,1.5018E-007,1.7354E-007,4.7899E-004,6.7190E-004,4.7079E-004
137.0000,1.1047E-006,1.0841E-006,8.4125E-007,6.3026E-007,4.6297E-007,3.5879E-007,2.6331E-007,2.4331E-007,2.5607E-007,2.4600E-007,1.9933E-007,1.7561E-007,1.4262E-006,3.5590E-006,2.9307E-006,3.0677E-006,1.9333E-004,3.9412E-004,2.5798E-004
138.0000,1.8109E-006,1.7988E-006,1.4189E-006,1.0276E-006,7.5286E-007,5.7824E-007,4.5563E-007,4.5241E-007,4.7878E-007,5.6306E-007,1.0172E-006,1.6538E-006,1.8168E-006,4.6552E-006,3.0841E-005,5.3471E-005,2.6317E-004,2.4319E-004,1.4893E-004
139.0000,1.7896E-006,1.7531E-006,1.3896E-006,1.0099E-006,7.4821E-007,5.7488E-007,4.5731E-007,4.6744E-007,5.7158E-007,8.1885E-007,1.1793E-006,2.5441E-006,8.2026E-006,1.2169E-005,1.1357E-005,1.9493E-005,1.6557E-004,3.2797E-004,2.4675E-004
140.0000,1.7497E-006,1.6940E-006,1.3393E-006,9.8091E-007,7.2593E-007,5.5547E-007,4.5188E-007,5.1627E-007,7.6215E-007,1.2464E-006,1.9554E-006,2.5833E-006,1.9691E-006,4.6576E-006,1.6934E-005,1.4315E-004,6.5880E-004,7.8323E-004,5.2115E-004
141.0000,1.6313E-006,1.5491E-006,1.2157E-006,8.8048E-007,6.5213E-007,5.0948E-007,4.5328E-007,6.1122E-007,9.4063E-007,1.2487E-006,1.4383E-006,1.3657E-006,7.3264E-007,1.1327E-006,4.0082E-005,2.3765E-004,4.0912E-004,5.1782E-004,3.8612E-004
142.0000,5.0097E-006,5.1650E-006,4.1180E-006,3.1067E-006,2.3904E-006,1.9489E-006,1.7437E-006,1.9386E-006,2.0523E-006,1.7293E-006,1.7592E-006,3.1544E-006,4.0580E-006,2.9775E-005,1.5842E-004,6.2237E-004,8.7631E-004,7.7660E-004,4.7819E-004
143.0000,9.4091E-006,9.6599E-006,7.5707E-006,5.6590E-006,4.3630E-006,3.5259E-006,2.9877E-006,2.9935E-006,2.9511E-006,2.7466E-006,2.3679E-006,3.3272E-005,2.8995E-004,4.5068E-004,4.1762E-004,4.5539E-004,6.7501E-004,7.4133E-004,5.6939E-004
144.0000,6.2830E-003,5.7178E-003,2.8095E-003,1.3502E-003,1.0618E-003,1.1836E-003,7.1327E-004,7.5701E-004,5.0075E-004,6.5445E-004,7.9538E-004,1.1659E-003,2.1396E-003,3.9344E-003,4.3609E-003,4.1367E-003,3.9323E-003,3.0716E-003,1.9679E-003
