"",-9.000,-8.500,-8.000,-7.500,-7.000,-6.500,-6.000,-5.500,-5.000,-4.500,-4.000,-3.500,-3.000,-2.500,-2.000,-1.500,-1.000,-0.500,0.000
135.0000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000
136.0000,-7.7379E-017,-1.3560E-016,-5.0586E-016,-1.4920E-015,4.0237E-014,2.0324E-012,6.0304E-011,1.4135E-009,2.7954E-008,4.8062E-007,7.2639E-006,9.5024E-005,9.9892E-004,8.0180E-003,4.4629E-002,1.2464E-001,1.7426E-001,1.7406E-001,1.7386E-001
137.0000,-3.0144E-012,-6.7287E-012,-3.6570E-011,-2.3870E-010,-1.7896E-009,-1.3833E-008,-1.0591E-007,-7.2448E-007,-3.9690E-006,-1.3573E-005,4.8599E-005,1.7051E-003,1.4792E-002,4.8361E-002,8.5804E-002,1.0496E-001,9.1932E-002,8.9250E-002,8.8776E-002
138.0000,-5.8839E-010,-1.3157E-009,-5.7904E-009,-3.1091E-008,-1.9963E-007,-1.4264E-006,-1.1119E-005,-8.6378E-005,-6.3086E-004,-4.0147E-003,-1.7822E-002,-4.7520E-002,-8.5328E-002,-1.3691E-001,-1.9993E-001,-2.4040E-001,-2.6273E-001,-2.7415E-001,-2.7556E-001
139.0000,-3.2146E-008,-7.4482E-008,-3.2688E-007,-1.6707E-006,-9.4834E-006,-5.4521E-005,-3.0233E-004,-1.4707E-003,-5.8597E-003,-1.7962E-002,-4.1390E-002,-7.6193E-002,-1.2104E-001,-1.6250E-001,-1.9361E-001,-2.2605E-001,-2.4680E-001,-2.5367E-001,-2.5500E-001
140.0000,5.9899E-007,1.0824E-006,3.2311E-006,1.1122E-005,4.3018E-005,1.7159E-004,6.8033E-004,2.4753E-003,7.7010E-003,1.9912E-002,4.3538E-002,8.0287E-002,1.1727E-001,1.2777E-001,1.0751E-001,8.7099E-002,8.0482E-002,7.9140E-002,7.8595E-002
141.0000,1.3650E-005,2.2544E-005,5.7495E-005,1.6527E-004,5.2504E-004,1.6939E-003,5.3031E-003,1.4693E-002,3.3494E-002,6.3150E-002,1.0303E-001,1.5050E-001,1.9306E-001,2.0313E-001,1.7840E-001,1.5474E-001,1.4457E-001,1.4051E-001,1.3873E-001
142.0000,5.3506E-006,6.2197E-006,7.1336E-006,2.2189E-006,-3.4637E-005,-2.0815E-004,-8.4259E-004,-2.4917E-003,-5.5061E-003,-1.0348E-002,-2.0762E-002,-4.2392E-002,-7.3435E-002,-1.1788E-001,-1.5993E-001,-1.7552E-001,-1.8202E-001,-1.8318E-001,-1.8372E-001
143.0000,-7.9708E-004,-1.0408E-003,-1.6619E-003,-2.9380E-003,-5.8036E-003,-1.1534E-002,-2.1855E-002,-3.6587E-002,-5.1526E-002,-6.0376E-002,-6.2224E-002,-1.0843E-001,-1.9221E-001,-1.9874E-001,-2.0104E-001,-2.0225E-001,-2.0328E-001,-2.0404E-001,-2.0441E-001
144.0000,5.3577E-002,5.9897E-002,6.4601E-002,6.5159E-002,5.8060E-002,4.5583E-002,2.7899E-002,6.4877E-003,-2.5878E-002,-4.7905E-002,-6.9676E-002,-8.0298E-002,-8.7897E-002,-9.1815E-002,-9.4383E-002,-9.6154E-002,-9.7246E-002,-9.7846E-002,-9.8218E-002
